th,lh1,lh2,lh3,lh4,lh5,ta,la1,la2,la3,la4,la5,diff
13.00,-0.73,-1.93, 0.55, 1.96,-1.14,17.00, 3.22,-1.74, 1.19, 1.36, 0.83,-2.00
14.00, 3.12, 0.86, 5.18, 0.17, 3.96, 5.00, 0.99, 0.72,-0.55, 2.55, 0.56, 3.00
15.00, 5.69, 1.20, 1.20, 6.72, 2.48, 6.00,-0.61, 1.93, 1.32, 1.19,-1.82, 3.00
 6.00,-2.96,-0.61, 1.93, 1.32, 1.19, 1.00, 2.58,-3.12,-6.60,-0.95,-0.77, 2.00
 9.00,-0.49, 1.02, 0.29, 0.76,-3.02,15.00, 4.09, 3.12, 0.86, 5.18, 0.17,-2.00
14.00,-0.65, 1.62, 5.52, 5.33,-1.36, 2.00, 2.45,-3.22,-4.60,-5.18,-2.55, 0.00
11.00,-2.45,-5.69, 0.63, 1.22, 0.63,13.00, 0.49, 0.61, 6.60, 7.32,-0.17, 0.00
10.00, 0.77, 0.73,-5.52,-1.19, 1.40,18.00, 0.65, 1.14, 1.33, 0.95, 3.02,-1.00
 5.00,-4.09, 0.99, 0.72,-0.55, 2.55, 4.00,-2.58, 0.97, 1.15,-7.32,-6.72, 3.00
 7.00,-0.21,-1.14, 4.60,-5.33,-1.96,16.00, 2.96, 5.69, 1.20, 1.20, 6.72, 1.00
 8.00,-0.77, 0.25, 1.74, 0.74, 0.82,12.00,-0.70,-0.73,-1.93, 0.55, 1.96, 0.00
17.00, 0.70, 3.22,-1.74, 1.19, 1.36, 3.00, 0.21,-0.99,-0.29, 0.66, 0.77, 3.00
 2.00, 0.70, 2.45,-3.22,-4.60,-5.18, 9.00,-0.41, 0.77, 0.73,-5.52,-1.19,-1.00
18.00, 0.41, 0.65, 1.14, 1.33, 0.95, 8.00, 1.25,-0.77, 0.25, 1.74, 0.74, 2.00
 3.00,-3.87, 0.21,-0.99,-0.29, 0.66,11.00, 1.40,-2.45,-5.69, 0.63, 1.22,-2.00
13.00, 0.61, 0.49, 0.61, 6.60, 7.32, 5.00, 4.21,-4.09, 0.99, 0.72,-0.55, 0.00
 1.00,-1.43, 2.58,-3.12,-6.60,-0.95, 6.00,-0.38,-0.49, 1.02, 0.29, 0.76, 1.00
12.00, 0.77,-0.70,-0.73,-1.93, 0.55,14.00, 1.21,-0.65, 1.62, 5.52, 5.33,-1.00
16.00, 0.38, 4.09, 3.12, 0.86, 5.18,10.00, 0.26,-0.21,-1.14, 4.60,-5.33,-1.00
15.00,-0.26, 2.96, 5.69, 1.20, 1.20,17.00, 3.87, 0.70, 3.22,-1.74, 1.19, 2.00
 4.00,-4.21,-2.58, 0.97, 1.15,-7.32, 7.00, 1.43,-2.96,-0.61, 1.93, 1.32, 0.00
10.00,-3.92, 0.77,-0.70,-0.73,-1.93, 1.00,-0.19, 0.70, 2.45,-3.22,-4.60, 2.00
15.00, 3.92, 1.21,-0.65, 1.62, 5.52, 4.00, 0.67,-4.21,-2.58, 0.97, 1.15, 3.00
 6.00,-1.80, 1.25,-0.77, 0.25, 1.74,16.00, 2.55,-0.26, 2.96, 5.69, 1.20, 3.00
12.00, 2.99, 1.40,-2.45,-5.69, 0.63,14.00,-0.35, 0.38, 4.09, 3.12, 0.86, 1.00
 8.00, 1.31, 1.43,-2.96,-0.61, 1.93, 5.00,-0.30,-0.38,-0.49, 1.02, 0.29, 1.00
 7.00, 1.00, 4.21,-4.09, 0.99, 0.72,18.00, 1.80, 0.41, 0.65, 1.14, 1.33,-1.00
11.00, 0.35, 0.26,-0.21,-1.14, 4.60,13.00, 0.99, 0.61, 0.49, 0.61, 6.60, 0.00
 9.00, 0.19,-0.41, 0.77, 0.73,-5.52, 2.00,-2.99,-3.87, 0.21,-0.99,-0.29, 0.00
17.00,-2.55, 3.87, 0.70, 3.22,-1.74, 3.00, 0.30,-1.43, 2.58,-3.12,-6.60, 3.00
 4.00,-7.34, 0.67,-4.21,-2.58, 0.97,10.00, 0.77, 0.35, 0.26,-0.21,-1.14,-2.00
 5.00,-3.88,-0.30,-0.38,-0.49, 1.02, 6.00,-0.45, 1.00, 4.21,-4.09, 0.99, 0.00
18.00, 0.45, 1.80, 0.41, 0.65, 1.14,11.00, 4.09,-3.92, 0.77,-0.70,-0.73, 1.00
 1.00,-4.09,-0.19, 0.70, 2.45,-3.22, 7.00, 1.20,-1.80, 1.25,-0.77, 0.25, 2.00
 2.00, 0.35,-2.99,-3.87, 0.21,-0.99,16.00, 7.34, 3.92, 1.21,-0.65, 1.62,-4.00
12.00, 1.23, 0.99, 0.61, 0.49, 0.61,17.00, 5.16,-2.55, 3.87, 0.70, 3.22, 0.00
 3.00,-5.16, 0.30,-1.43, 2.58,-3.12,13.00, 0.21, 2.99, 1.40,-2.45,-5.69, 1.00
14.00,-0.21,-0.35, 0.38, 4.09, 3.12, 8.00, 3.88, 1.31, 1.43,-2.96,-0.61, 1.00
15.00,-1.20, 2.55,-0.26, 2.96, 5.69, 9.00, 1.56, 0.19,-0.41, 0.77, 0.73, 3.00
 3.00, 6.10,-4.09,-0.19, 0.70, 2.45,18.00, 1.16, 0.45, 1.80, 0.41, 0.65, 1.00
12.00,-0.49, 0.21, 2.99, 1.40,-2.45, 5.00, 1.14,-3.88,-0.30,-0.38,-0.49, 0.00
17.00, 0.21, 5.16,-2.55, 3.87, 0.70, 2.00,-1.50,-7.34, 0.67,-4.21,-2.58, 2.00
11.00, 1.50, 0.77, 0.35, 0.26,-0.21, 4.00, 0.49,-5.16, 0.30,-1.43, 2.58, 2.00
16.00,12.25, 7.34, 3.92, 1.21,-0.65,15.00, 2.82,-1.20, 2.55,-0.26, 2.96, 1.00
 7.00,-6.10, 1.20,-1.80, 1.25,-0.77, 1.00,-12.25, 0.35,-2.99,-3.87, 0.21, 0.00
 9.00,-2.82, 1.56, 0.19,-0.41, 0.77,14.00, 2.12,-0.21,-0.35, 0.38, 4.09, 0.00
 6.00, 0.87,-0.45, 1.00, 4.21,-4.09, 8.00,-2.12, 3.88, 1.31, 1.43,-2.96,-1.00
10.00,-1.16, 4.09,-3.92, 0.77,-0.70,13.00, 1.86, 1.23, 0.99, 0.61, 0.49, 0.00
18.00,-0.66, 1.16, 0.45, 1.80, 0.41,17.00, 2.98, 0.21, 5.16,-2.55, 3.87, 1.00
14.00, 0.76, 2.12,-0.21,-0.35, 0.38,16.00, 0.99,12.25, 7.34, 3.92, 1.21,-3.00
 2.00, 0.98,-12.25, 0.35,-2.99,-3.87, 4.00, 0.66, 6.10,-4.09,-0.19, 0.70,-1.00
 9.00, 0.21,-2.12, 3.88, 1.31, 1.43,11.00, 1.28,-0.49, 0.21, 2.99, 1.40, 2.00
 1.00,-2.98,-1.50,-7.34, 0.67,-4.21, 7.00, 1.01,-6.10, 1.20,-1.80, 1.25,-1.00
15.00,-0.99, 2.82,-1.20, 2.55,-0.26,10.00, 1.44,-1.16, 4.09,-3.92, 0.77, 1.00
 3.00,-1.16, 0.49,-5.16, 0.30,-1.43, 5.00,-0.21, 0.87,-0.45, 1.00, 4.21,-2.00
 6.00, 0.67, 1.14,-3.88,-0.30,-0.38,13.00, 1.16, 1.50, 0.77, 0.35, 0.26,-1.00
12.00, 0.58, 1.86, 1.23, 0.99, 0.61, 8.00, 1.26,-2.82, 1.56, 0.19,-0.41, 0.00
12.00, 1.56, 0.58, 1.86, 1.23, 0.99,17.00, 0.98, 0.99,12.25, 7.34, 3.92,-2.00
 4.00,-1.86, 0.67, 1.14,-3.88,-0.30, 5.00, 0.25, 0.66, 6.10,-4.09,-0.19,-1.00
13.00,-0.98, 0.76, 2.12,-0.21,-0.35, 8.00, 0.17, 1.01,-6.10, 1.20,-1.80, 2.00
 2.00,-0.25, 0.98,-12.25, 0.35,-2.99, 9.00,-0.42, 1.44,-1.16, 4.09,-3.92,-1.00
10.00, 1.63, 0.21,-2.12, 3.88, 1.31,16.00,-3.22, 2.98, 0.21, 5.16,-2.55,-1.00
15.00, 0.42,-0.99, 2.82,-1.20, 2.55,18.00, 3.22,-0.66, 1.16, 0.45, 1.80,-1.00
 3.00,-0.49,-1.16, 0.49,-5.16, 0.30, 7.00, 0.39, 1.26,-2.82, 1.56, 0.19,-1.00
 1.00,-0.17,-2.98,-1.50,-7.34, 0.67,11.00,-1.63, 1.28,-0.49, 0.21, 2.99,-2.00
 6.00, 0.49,-0.21, 0.87,-0.45, 1.00,14.00, 1.86, 1.16, 1.50, 0.77, 0.35, 1.00
12.00, 1.58,-1.63, 1.28,-0.49, 0.21, 7.00, 1.62, 0.49,-0.21, 0.87,-0.45, 0.00
18.00, 0.48, 3.22,-0.66, 1.16, 0.45, 2.00,-6.05,-0.25, 0.98,-12.25, 0.35, 4.00
 6.00,-0.40, 0.17, 1.01,-6.10, 1.20,11.00,-3.80, 1.56, 0.58, 1.86, 1.23,-2.00
 8.00, 0.14, 0.39, 1.26,-2.82, 1.56, 1.00,-1.58,-0.17,-2.98,-1.50,-7.34, 1.00
16.00, 0.11,-3.22, 2.98, 0.21, 5.16, 4.00,-0.36,-1.86, 0.67, 1.14,-3.88, 2.00
10.00, 6.05,-0.42, 1.44,-1.16, 4.09,14.00, 0.40,-0.98, 0.76, 2.12,-0.21, 0.00
13.00,-1.62, 1.86, 1.16, 1.50, 0.77, 9.00,-0.11, 1.63, 0.21,-2.12, 3.88,-3.00
17.00, 3.80, 0.98, 0.99,12.25, 7.34, 3.00,-0.14,-0.49,-1.16, 0.49,-5.16, 3.00
 5.00, 0.36, 0.25, 0.66, 6.10,-4.09,15.00,-0.48, 0.42,-0.99, 2.82,-1.20,-4.00
 2.00,-3.36,-6.05,-0.25, 0.98,-12.25,15.00, 1.12,-0.48, 0.42,-0.99, 2.82,-3.00
14.00, 0.48, 0.40,-0.98, 0.76, 2.12,18.00, 3.36, 0.48, 3.22,-0.66, 1.16, 0.00
12.00, 0.74, 1.58,-1.63, 1.28,-0.49,11.00,-6.24,-1.62, 1.86, 1.16, 1.50,-1.00
13.00, 0.76,-3.80, 1.56, 0.58, 1.86, 5.00,-1.12, 0.36, 0.25, 0.66, 6.10, 0.00
10.00, 6.24,-0.11, 1.63, 0.21,-2.12,17.00, 4.95, 3.80, 0.98, 0.99,12.25, 2.00
 1.00,-3.02,-1.58,-0.17,-2.98,-1.50, 8.00, 1.56, 6.05,-0.42, 1.44,-1.16, 0.00
 7.00, 1.29, 1.62, 0.49,-0.21, 0.87,16.00, 4.18, 0.11,-3.22, 2.98, 0.21,-2.00
 4.00,-4.18,-0.36,-1.86, 0.67, 1.14, 9.00, 3.02, 0.14, 0.39, 1.26,-2.82, 3.00
 3.00,-4.95,-0.14,-0.49,-1.16, 0.49, 6.00,-0.76,-0.40, 0.17, 1.01,-6.10, 0.00
 8.00,-6.56, 3.02, 0.14, 0.39, 1.26,12.00, 0.95, 6.24,-0.11, 1.63, 0.21,-4.00
16.00,-0.95, 4.95, 3.80, 0.98, 0.99, 7.00,-4.55, 1.29, 1.62, 0.49,-0.21, 2.00
18.00, 0.86, 3.36, 0.48, 3.22,-0.66,11.00, 0.97, 0.76,-3.80, 1.56, 0.58, 0.00
 6.00, 0.97,-0.76,-0.40, 0.17, 1.01,13.00, 0.25,-6.24,-1.62, 1.86, 1.16, 0.00
 1.00,-6.09,-3.36,-6.05,-0.25, 0.98, 2.00, 0.96,-3.02,-1.58,-0.17,-2.98, 2.00
17.00, 4.55, 4.18, 0.11,-3.22, 2.98,10.00,-0.25, 0.74, 1.58,-1.63, 1.28,-3.00
15.00, 6.09, 1.12,-0.48, 0.42,-0.99,14.00, 1.14, 0.48, 0.40,-0.98, 0.76, 0.00
 5.00, 1.03,-1.12, 0.36, 0.25, 0.66, 3.00, 1.03,-4.95,-0.14,-0.49,-1.16, 3.00
 9.00, 1.02, 1.56, 6.05,-0.42, 1.44, 4.00, 6.56,-4.18,-0.36,-1.86, 0.67, 4.00
 4.00,-0.24, 6.56,-4.18,-0.36,-1.86,17.00, 3.19,-0.95, 4.95, 3.80, 0.98,-1.00
11.00, 2.14,-0.25, 0.74, 1.58,-1.63, 9.00, 0.24, 1.02, 1.56, 6.05,-0.42, 0.00
10.00, 1.02, 0.97, 0.76,-3.80, 1.56, 2.00, 4.04,-6.09,-3.36,-6.05,-0.25, 3.00
 5.00,-3.19,-4.55, 1.29, 1.62, 0.49, 6.00, 1.12, 0.97,-0.76,-0.40, 0.17, 0.00
 3.00,-1.23, 1.03,-4.95,-0.14,-0.49,15.00, 1.24, 6.09, 1.12,-0.48, 0.42,-2.00
12.00, 0.88, 0.25,-6.24,-1.62, 1.86, 8.00,-1.92,-6.56, 3.02, 0.14, 0.39, 3.00
14.00, 0.76, 1.14, 0.48, 0.40,-0.98,16.00,-2.14, 4.55, 4.18, 0.11,-3.22, 0.00
13.00, 1.92, 0.95, 6.24,-0.11, 1.63, 7.00, 1.23, 1.03,-1.12, 0.36, 0.25, 2.00
 1.00,-4.04, 0.96,-3.02,-1.58,-0.17,18.00, 0.98, 0.86, 3.36, 0.48, 3.22, 0.00
 9.00, 0.92, 0.24, 1.02, 1.56, 6.05, 3.00,-1.41,-1.23, 1.03,-4.95,-0.14, 0.00
17.00, 5.00, 3.19,-0.95, 4.95, 3.80,10.00, 1.08, 2.14,-0.25, 0.74, 1.58, 1.00
 7.00,-4.23, 1.23, 1.03,-1.12, 0.36, 1.00, 0.53,-4.04, 0.96,-3.02,-1.58, 1.00
 6.00, 1.06, 1.12, 0.97,-0.76,-0.40, 4.00,-5.00,-0.24, 6.56,-4.18,-0.36, 4.00
 8.00,-0.72,-1.92,-6.56, 3.02, 0.14, 5.00, 0.93,-3.19,-4.55, 1.29, 1.62, 3.00
16.00, 1.05,-2.14, 4.55, 4.18, 0.11,13.00, 0.72, 0.88, 0.25,-6.24,-1.62,-3.00
18.00, 1.29, 0.98, 0.86, 3.36, 0.48,14.00, 4.23, 1.92, 0.95, 6.24,-0.11, 1.00
 2.00,-8.05, 4.04,-6.09,-3.36,-6.05,12.00, 0.94, 0.76, 1.14, 0.48, 0.40,-3.00
15.00, 1.41, 1.24, 6.09, 1.12,-0.48,11.00, 8.05, 1.02, 0.97, 0.76,-3.80, 0.00
 4.00,-4.66,-5.00,-0.24, 6.56,-4.18,18.00, 0.30, 1.29, 0.98, 0.86, 3.36, 1.00
13.00, 2.25, 0.94, 0.76, 1.14, 0.48,11.00, 0.78, 8.05, 1.02, 0.97, 0.76, 1.00
 9.00,-3.02, 1.08, 2.14,-0.25, 0.74, 8.00, 2.91,-0.72,-1.92,-6.56, 3.02, 1.00
12.00,-0.30, 4.23, 1.92, 0.95, 6.24, 6.00, 4.66, 1.06, 1.12, 0.97,-0.76, 2.00
16.00,-0.46, 1.05,-2.14, 4.55, 4.18,17.00, 3.02, 5.00, 3.19,-0.95, 4.95,-4.00
 1.00,-5.41, 0.53,-4.04, 0.96,-3.02,15.00, 1.20, 1.41, 1.24, 6.09, 1.12,-1.00
 5.00,-2.91, 0.93,-3.19,-4.55, 1.29, 7.00, 5.41,-4.23, 1.23, 1.03,-1.12,-4.00
 3.00, 0.80,-1.41,-1.23, 1.03,-4.95, 2.00,-2.25,-8.05, 4.04,-6.09,-3.36, 4.00
14.00, 0.46, 0.72, 0.88, 0.25,-6.24,10.00, 1.18, 0.92, 0.24, 1.02, 1.56, 0.00
 9.00, 0.91, 1.18, 0.92, 0.24, 1.02, 5.00,-2.21,-2.91, 0.93,-3.19,-4.55, 2.00
17.00, 6.93, 3.02, 5.00, 3.19,-0.95,12.00, 1.08, 0.46, 0.72, 0.88, 0.25, 6.00
18.00,-0.23, 0.30, 1.29, 0.98, 0.86, 3.00, 6.19, 0.80,-1.41,-1.23, 1.03, 2.00
 6.00,-3.76, 4.66, 1.06, 1.12, 0.97,11.00, 0.99,-3.02, 1.08, 2.14,-0.25, 1.00
 7.00,-0.99, 2.91,-0.72,-1.92,-6.56,15.00,-6.93,-0.46, 1.05,-2.14, 4.55,-1.00
16.00, 2.58, 1.20, 1.41, 1.24, 6.09, 4.00, 0.23,-4.66,-5.00,-0.24, 6.56, 0.00
 2.00,-6.19,-2.25,-8.05, 4.04,-6.09,13.00, 3.76,-0.30, 4.23, 1.92, 0.95,-1.00
10.00,-0.49, 0.78, 8.05, 1.02, 0.97, 1.00,-2.58,-5.41, 0.53,-4.04, 0.96, 1.00
 8.00, 2.21, 5.41,-4.23, 1.23, 1.03,14.00, 0.49, 2.25, 0.94, 0.76, 1.14,-3.00
15.00, 0.46,-6.93,-0.46, 1.05,-2.14, 7.00, 0.28,-3.76, 4.66, 1.06, 1.12, 0.00
 4.00, 0.67, 0.23,-4.66,-5.00,-0.24, 2.00,-0.89,-6.19,-2.25,-8.05, 4.04, 2.00
 9.00,-0.28, 0.99,-3.02, 1.08, 2.14,17.00, 5.10,-0.23, 0.30, 1.29, 0.98,-1.00
 5.00,-0.96,-2.21,-2.91, 0.93,-3.19,16.00, 1.23, 2.58, 1.20, 1.41, 1.24,-1.00
 3.00,-5.10, 6.19, 0.80,-1.41,-1.23,11.00, 2.96,-0.49, 0.78, 8.05, 1.02, 0.00
12.00,-8.08, 1.08, 0.46, 0.72, 0.88, 8.00,-3.53, 2.21, 5.41,-4.23, 1.23, 3.00
18.00, 8.08, 6.93, 3.02, 5.00, 3.19, 6.00,-0.46,-0.99, 2.91,-0.72,-1.92, 6.00
14.00, 3.53, 0.49, 2.25, 0.94, 0.76, 1.00,-2.96,-2.58,-5.41, 0.53,-4.04, 1.00
13.00, 0.89, 3.76,-0.30, 4.23, 1.92,10.00, 0.96, 0.91, 1.18, 0.92, 0.24,-2.00
10.00, 1.36, 2.96,-0.49, 0.78, 8.05,13.00,-0.63, 0.89, 3.76,-0.30, 4.23, 3.00
17.00, 6.44, 5.10,-0.23, 0.30, 1.29,12.00, 1.68,-8.08, 1.08, 0.46, 0.72, 2.00
 7.00,-1.68,-3.53, 2.21, 5.41,-4.23,15.00, 1.08, 0.46,-6.93,-0.46, 1.05, 2.00
 8.00, 0.89, 0.28,-3.76, 4.66, 1.06,18.00, 7.92, 8.08, 6.93, 3.02, 5.00, 0.00
 1.00,-4.57,-2.96,-2.58,-5.41, 0.53, 5.00, 3.43, 0.67, 0.23,-4.66,-5.00, 3.00
16.00, 1.78, 1.23, 2.58, 1.20, 1.41, 9.00,-6.44,-0.28, 0.99,-3.02, 1.08, 5.00
11.00, 0.63, 0.96, 0.91, 1.18, 0.92, 6.00,-7.92,-0.46,-0.99, 2.91,-0.72, 2.00
14.00, 4.57, 3.53, 0.49, 2.25, 0.94, 3.00, 0.57,-5.10, 6.19, 0.80,-1.41, 3.00
 2.00,-3.43,-0.89,-6.19,-2.25,-8.05, 4.00,-1.78,-0.96,-2.21,-2.91, 0.93,-1.00
 6.00,-0.76,-7.92,-0.46,-0.99, 2.91, 7.00, 0.47, 0.89, 0.28,-3.76, 4.66, 5.00
17.00, 1.42, 7.92, 8.08, 6.93, 3.02,18.00, 1.66, 6.44, 5.10,-0.23, 0.30, 5.00
 9.00,-6.28,-6.44,-0.28, 0.99,-3.02, 8.00, 0.72,-1.68,-3.53, 2.21, 5.41,-1.00
12.00,-0.95,-0.63, 0.89, 3.76,-0.30,16.00, 6.28, 1.78, 1.23, 2.58, 1.20,-2.00
 5.00, 0.21,-1.78,-0.96,-2.21,-2.91,15.00, 0.67, 4.57, 3.53, 0.49, 2.25,-1.00
 3.00,-0.67, 0.57,-5.10, 6.19, 0.80, 2.00, 2.50,-4.57,-2.96,-2.58,-5.41, 0.00
11.00,-1.66, 1.68,-8.08, 1.08, 0.46, 1.00,-0.21,-3.43,-0.89,-6.19,-2.25, 2.00
 4.00,-2.50, 3.43, 0.67, 0.23,-4.66,10.00, 0.95, 1.36, 2.96,-0.49, 0.78,-4.00
14.00,-0.72, 1.08, 0.46,-6.93,-0.46,13.00, 0.76, 0.63, 0.96, 0.91, 1.18, 0.00
 2.00, 1.01, 2.50,-4.57,-2.96,-2.58, 5.00,-3.15, 0.21,-1.78,-0.96,-2.21, 0.00
17.00,-9.09, 1.66, 6.44, 5.10,-0.23, 7.00, 1.19,-0.76,-7.92,-0.46,-0.99, 1.00
 1.00,-2.25,-0.21,-3.43,-0.89,-6.19,14.00, 1.14,-0.72, 1.08, 0.46,-6.93,-1.00
16.00, 0.70, 6.28, 1.78, 1.23, 2.58,13.00, 2.25,-1.66, 1.68,-8.08, 1.08, 2.00
 3.00, 0.99,-0.67, 0.57,-5.10, 6.19,10.00,-0.70,-0.95,-0.63, 0.89, 3.76,-1.00
11.00, 0.86, 0.76, 0.63, 0.96, 0.91, 6.00,-1.19, 0.47, 0.89, 0.28,-3.76, 1.00
15.00, 3.15, 0.67, 4.57, 3.53, 0.49, 4.00,-4.23,-2.50, 3.43, 0.67, 0.23,-2.00
 9.00, 2.02, 0.72,-1.68,-3.53, 2.21,18.00, 9.09, 1.42, 7.92, 8.08, 6.93,-3.00
12.00, 4.23, 0.95, 1.36, 2.96,-0.49, 8.00,-2.02,-6.28,-6.44,-0.28, 0.99, 2.00
 5.00, 1.27,-4.23,-2.50, 3.43, 0.67, 3.00,-0.93, 0.99,-0.67, 0.57,-5.10, 6.00
18.00, 5.92, 9.09, 1.42, 7.92, 8.08,12.00, 3.33, 0.86, 0.76, 0.63, 0.96, 1.00
11.00, 0.93,-0.70,-0.95,-0.63, 0.89, 2.00, 1.21, 1.01, 2.50,-4.57,-2.96, 2.00
 7.00,-0.30, 1.19,-0.76,-7.92,-0.46, 9.00,-5.92, 2.02, 0.72,-1.68,-3.53, 2.00
14.00, 4.13, 1.14,-0.72, 1.08, 0.46,16.00, 7.03, 0.70, 6.28, 1.78, 1.23,-1.00
 4.00, 0.80,-3.15, 0.21,-1.78,-0.96,13.00, 8.64, 4.23, 0.95, 1.36, 2.96,-3.00
 6.00,-3.33,-1.19, 0.47, 0.89, 0.28,17.00, 0.30,-9.09, 1.66, 6.44, 5.10,-4.00
 8.00,-8.64,-2.02,-6.28,-6.44,-0.28, 1.00,-4.13,-2.25,-0.21,-3.43,-0.89, 0.00
10.00,-7.03, 2.25,-1.66, 1.68,-8.08,15.00,-1.27, 3.15, 0.67, 4.57, 3.53, 0.00
 5.00, 5.88, 1.27,-4.23,-2.50, 3.43,12.00, 7.51, 0.93,-0.70,-0.95,-0.63,-3.00
17.00, 0.67, 0.30,-9.09, 1.66, 6.44, 4.00,-0.91, 0.80,-3.15, 0.21,-1.78,-2.00
15.00, 0.45,-1.27, 3.15, 0.67, 4.57, 8.00, 0.88,-8.64,-2.02,-6.28,-6.44, 0.00
 9.00,-1.36,-5.92, 2.02, 0.72,-1.68,11.00,-10.11, 3.33, 0.86, 0.76, 0.63, 3.00
 1.00, 1.12,-4.13,-2.25,-0.21,-3.43, 7.00, 1.36,-0.30, 1.19,-0.76,-7.92, 1.00
16.00, 0.49, 7.03, 0.70, 6.28, 1.78, 6.00,-0.67,-3.33,-1.19, 0.47, 0.89, 1.00
 3.00,-5.88,-0.93, 0.99,-0.67, 0.57,14.00,-0.49, 4.13, 1.14,-0.72, 1.08, 1.00
13.00, 0.91, 8.64, 4.23, 0.95, 1.36,10.00, 1.60,-7.03, 2.25,-1.66, 1.68,-3.00
 2.00,-7.51, 1.21, 1.01, 2.50,-4.57,18.00,10.11, 5.92, 9.09, 1.42, 7.92, 0.00
 7.00,-0.18, 1.36,-0.30, 1.19,-0.76,16.00, 0.60, 0.49, 7.03, 0.70, 6.28, 0.00
18.00, 1.07,10.11, 5.92, 9.09, 1.42, 1.00, 0.18, 1.12,-4.13,-2.25,-0.21, 2.00
 8.00, 1.10, 0.88,-8.64,-2.02,-6.28, 3.00, 0.40,-5.88,-0.93, 0.99,-0.67, 2.00
14.00,-0.40,-0.49, 4.13, 1.14,-0.72,12.00,-2.16, 0.91, 8.64, 4.23, 0.95, 0.00
10.00,-0.72,-10.11, 3.33, 0.86, 0.76,17.00,-1.13, 0.67, 0.30,-9.09, 1.66, 0.00
11.00, 2.16, 1.60,-7.03, 2.25,-1.66, 2.00, 0.84,-7.51, 1.21, 1.01, 2.50, 2.00
 6.00,-0.60,-0.67,-3.33,-1.19, 0.47, 9.00, 0.72,-1.36,-5.92, 2.02, 0.72, 0.00
13.00, 2.33, 7.51, 0.93,-0.70,-0.95,15.00, 0.91, 0.45,-1.27, 3.15, 0.67, 5.00
 4.00, 1.13,-0.91, 0.80,-3.15, 0.21, 5.00,-2.33, 5.88, 1.27,-4.23,-2.50, 0.00
 5.00, 0.74,-2.33, 5.88, 1.27,-4.23, 8.00, 1.52, 1.10, 0.88,-8.64,-2.02,-1.00
17.00, 1.28,-1.13, 0.67, 0.30,-9.09, 9.00, 1.12, 0.72,-1.36,-5.92, 2.02, 1.00
 1.00,-10.17, 0.18, 1.12,-4.13,-2.25, 6.00, 0.88,-0.60,-0.67,-3.33,-1.19, 3.00
11.00, 1.66,-2.16, 0.91, 8.64, 4.23,10.00, 0.67,-0.72,-10.11, 3.33, 0.86,-1.00
14.00, 4.84, 2.33, 7.51, 0.93,-0.70, 4.00, 1.26, 1.13,-0.91, 0.80,-3.15, 0.00
 2.00,-1.21, 0.84,-7.51, 1.21, 1.01,13.00, 0.37,-0.40,-0.49, 4.13, 1.14,-4.00
16.00, 0.86, 0.60, 0.49, 7.03, 0.70,18.00,10.17, 1.07,10.11, 5.92, 9.09, 0.00
 3.00,-1.52, 0.40,-5.88,-0.93, 0.99,12.00, 1.21, 2.16, 1.60,-7.03, 2.25, 3.00
15.00,-4.84, 0.91, 0.45,-1.27, 3.15, 7.00, 1.14,-0.18, 1.36,-0.30, 1.19,-2.00
18.00, 1.18,10.17, 1.07,10.11, 5.92,13.00,-1.73,-4.84, 0.91, 0.45,-1.27, 4.00
 8.00,-1.61, 1.12, 0.72,-1.36,-5.92, 2.00, 5.25,-10.17, 0.18, 1.12,-4.13, 1.00
 6.00,-5.25, 0.88,-0.60,-0.67,-3.33, 1.00,-2.45,-1.21, 0.84,-7.51, 1.21, 4.00
 9.00, 7.76, 1.52, 1.10, 0.88,-8.64,14.00, 1.17, 4.84, 2.33, 7.51, 0.93,-4.00
 7.00, 1.73, 1.14,-0.18, 1.36,-0.30,11.00,-0.67, 1.66,-2.16, 0.91, 8.64, 2.00
15.00, 2.45, 0.37,-0.40,-0.49, 4.13,17.00, 1.61, 1.28,-1.13, 0.67, 0.30,-2.00
 4.00, 0.77, 1.26, 1.13,-0.91, 0.80, 3.00, 1.64,-1.52, 0.40,-5.88,-0.93, 0.00
10.00, 0.67, 0.67,-0.72,-10.11, 3.33,16.00, 0.82, 0.86, 0.60, 0.49, 7.03, 1.00
12.00,-1.64, 1.21, 2.16, 1.60,-7.03, 5.00,-7.76, 0.74,-2.33, 5.88, 1.27, 7.00
12.00,-0.71,-2.23, 0.45, 0.98,-0.26, 9.00, 3.09,-0.25, 6.88,-0.51, 1.49, 0.00
14.00, 0.74, 0.81, 0.18, 1.27, 1.74,18.00, 4.94, 3.49, 5.19, 1.51, 3.64,-1.00
 8.00,-1.98, 0.24,-0.18, 0.36,-0.26, 7.00, 1.28,-1.62, 0.51,-0.98, 0.26, 1.00
 4.00,-3.09,-3.49,-0.72,-5.72, 0.59, 2.00, 1.09, 1.00,-0.45, 1.23,-6.16, 0.00
10.00,-4.94, 1.62, 1.02,-0.36, 0.35,15.00, 1.01, 0.58, 0.72, 0.56, 0.26, 1.00
 6.00, 0.69, 0.99,-0.51, 1.50, 0.26, 5.00, 2.41,-0.90,-7.44, 0.51,-0.26, 0.00
 1.00, 0.94,-0.24,-5.19,-1.27,-0.59,13.00, 1.98,-0.81, 0.97, 5.72, 9.80,-1.00
 3.00, 0.92, 1.51,-6.88, 0.29,-9.80,17.00, 0.71, 0.90, 0.92, 0.32, 0.58, 1.00
